"","Season","Region","Year","benthivore","benthos","piscivore","planktivore","undefined","YEAR_GROUPS","YEAR_DECADES","REGION_NEW","REGION_YEAR","SEASON_YEAR"
"99","Fall",5,2018,319.282407413646,4.851851852,437.237268519125,71.1157407409375,114.190972222354,"2015-2019","2010-2019","East of Penobscot Bay","East of Penobscot Bay, 2015-2019","Fall, 2015-2019"
"100","Fall",5,2019,334.214712612613,1.584821428625,273.725787681917,1699.03828682284,479.871400686792,"2015-2019","2010-2019","East of Penobscot Bay","East of Penobscot Bay, 2015-2019","Fall, 2015-2019"
"101","Spring",1,2001,115.293993155067,15.6360345307222,88.5131947513333,431.4073386034,347.9666191588,"2000-2004","2000-2009","West of Penobscot Bay","West of Penobscot Bay, 2000-2004","Spring, 2000-2004"
"102","Spring",1,2002,167.712447785489,15.4444444444444,364.927252913489,849.715317311978,114.979652028528,"2000-2004","2000-2009","West of Penobscot Bay","West of Penobscot Bay, 2000-2004","Spring, 2000-2004"
"103","Spring",1,2003,217.5747549005,1.94771241822222,245.10906863125,3346.69730391908,940.023284316667,"2000-2004","2000-2009","West of Penobscot Bay","West of Penobscot Bay, 2000-2004","Spring, 2000-2004"
"104","Spring",1,2004,206.677579368417,2.91020852733333,367.628793223458,478.614729225583,2192.24153822365,"2000-2004","2000-2009","West of Penobscot Bay","West of Penobscot Bay, 2000-2004","Spring, 2000-2004"
"105","Spring",1,2005,200.980263160688,3.6666666665,86.1475103224375,308.248258509313,2703.32165892731,"2005-2009","2000-2009","West of Penobscot Bay","West of Penobscot Bay, 2005-2009","Spring, 2005-2009"
"106","Spring",1,2006,186.38614244095,2,75.5239505012167,781.420426041867,3231.26418912127,"2005-2009","2000-2009","West of Penobscot Bay","West of Penobscot Bay, 2005-2009","Spring, 2005-2009"
"107","Spring",1,2007,244.5,1.16666666666667,138.95,1009.65,3305.7,"2005-2009","2000-2009","West of Penobscot Bay","West of Penobscot Bay, 2005-2009","Spring, 2005-2009"
"108","Spring",1,2008,273.668408152275,8.63413547183333,396.662761518067,269.71542299835,4102.21299663765,"2005-2009","2000-2009","West of Penobscot Bay","West of Penobscot Bay, 2005-2009","Spring, 2005-2009"
"109","Spring",1,2009,331.625000001333,1,499.549999999833,350.508333334983,4101.60833330028,"2005-2009","2000-2009","West of Penobscot Bay","West of Penobscot Bay, 2005-2009","Spring, 2005-2009"
"110","Spring",1,2010,288.349264705125,9.09259259258333,524.575490195588,981.875980391012,3035.2110293879,"2010-2014","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2010-2014","Spring, 2010-2014"
"111","Spring",1,2011,181.899561403317,2.22149122808333,189.728573273183,1248.12837977298,5981.76015220853,"2010-2014","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2010-2014","Spring, 2010-2014"
"112","Spring",1,2012,169.682557183662,5.142810456975,560.153676466175,1131.3506535978,2633.85228758096,"2010-2014","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2010-2014","Spring, 2010-2014"
"113","Spring",1,2013,175.454383507108,12.4788011697083,286.67561673825,1027.43583220638,439.458169922521,"2010-2014","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2010-2014","Spring, 2010-2014"
"114","Spring",1,2014,195.666398224641,10.4885620919417,1295.40902193689,860.964355715238,994.836799730716,"2010-2014","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2010-2014","Spring, 2010-2014"
"115","Spring",1,2015,132.827361251232,17.8041417654722,316.351806310905,1177.28277746332,759.57045694701,"2015-2019","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2015-2019","Spring, 2015-2019"
"116","Spring",1,2016,192.719420079854,11.2222222222083,1017.73087231823,1020.52844788156,1239.42367204493,"2015-2019","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2015-2019","Spring, 2015-2019"
"117","Spring",1,2017,134.926768003292,6.24269005841667,617.212787384417,868.945860582483,1058.2369603525,"2015-2019","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2015-2019","Spring, 2015-2019"
"118","Spring",1,2018,134.166798939914,3.5,620.433730159636,1835.69927247483,711.492328027941,"2015-2019","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2015-2019","Spring, 2015-2019"
"119","Spring",1,2019,168.553240742875,14.1666666666667,255.84374999975,1938.39930555484,671.753703703958,"2015-2019","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2015-2019","Spring, 2015-2019"
"120","Spring",2,2001,104.779700768528,28.4674758809444,53.4467320283556,1835.96507481258,967.058761241744,"2000-2004","2000-2009","West of Penobscot Bay","West of Penobscot Bay, 2000-2004","Spring, 2000-2004"
"121","Spring",2,2002,334.582356536867,3.64285714266667,121.6157509156,1151.94957264793,1453.47735042747,"2000-2004","2000-2009","West of Penobscot Bay","West of Penobscot Bay, 2000-2004","Spring, 2000-2004"
"122","Spring",2,2003,110.278799019854,14.0649509802083,273.696691178688,3087.23805147069,2891.38051468963,"2000-2004","2000-2009","West of Penobscot Bay","West of Penobscot Bay, 2000-2004","Spring, 2000-2004"
"123","Spring",2,2004,136.41776315585,4.04678362577778,133.683114035104,2740.7315789477,2164.02850877332,"2000-2004","2000-2009","West of Penobscot Bay","West of Penobscot Bay, 2000-2004","Spring, 2000-2004"
"124","Spring",2,2005,209.55,3.83333333333333,61.2166666666667,864.3,4005.83333333333,"2005-2009","2000-2009","West of Penobscot Bay","West of Penobscot Bay, 2005-2009","Spring, 2005-2009"
"125","Spring",2,2006,193.44384920575,3,24.9158730154167,2070.75238095225,7887.84484116142,"2005-2009","2000-2009","West of Penobscot Bay","West of Penobscot Bay, 2005-2009","Spring, 2005-2009"
"126","Spring",2,2007,227.60877173197,2.23872496895833,88.4745480198512,360.706712749589,3988.45643924612,"2005-2009","2000-2009","West of Penobscot Bay","West of Penobscot Bay, 2005-2009","Spring, 2005-2009"
"127","Spring",2,2008,164.858578429333,3.10915032671111,121.379929198437,1388.86467865033,6566.23082815915,"2005-2009","2000-2009","West of Penobscot Bay","West of Penobscot Bay, 2005-2009","Spring, 2005-2009"
"128","Spring",2,2009,280.562500000504,2.05555555555556,322.756045753567,1556.75980393894,4208.28349669381,"2005-2009","2000-2009","West of Penobscot Bay","West of Penobscot Bay, 2005-2009","Spring, 2005-2009"
"129","Spring",2,2010,179.297794116875,2.33333333333333,377.35514705875,1065.89240196079,6303.83382353137,"2010-2014","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2010-2014","Spring, 2010-2014"
"130","Spring",2,2011,209.229166666667,2.13333333333333,263.741666666667,903.766666666667,5674.70416666667,"2010-2014","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2010-2014","Spring, 2010-2014"
"131","Spring",2,2012,309.401579521658,1.55337690625,676.161628545108,822.430882329092,1565.30833335548,"2010-2014","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2010-2014","Spring, 2010-2014"
"132","Spring",2,2013,303.963772167663,18.4727668848444,533.834232006742,2654.05892856061,670.409348733942,"2010-2014","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2010-2014","Spring, 2010-2014"
"133","Spring",2,2014,263.35476190125,37.2916666666667,2482.5103174605,497.8825396827,1823.81349207815,"2010-2014","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2010-2014","Spring, 2010-2014"
"134","Spring",2,2015,203.404437564308,7.61111111083333,429.578549300381,3514.30679158452,709.40933461325,"2015-2019","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2015-2019","Spring, 2015-2019"
"135","Spring",2,2016,249.062160917537,8.4099071207,1327.62592509637,2089.58616395315,1286.84756193323,"2015-2019","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2015-2019","Spring, 2015-2019"
"136","Spring",2,2017,194.705987659167,22.3684210526667,509.093018128786,1144.86287870399,1071.9893740513,"2015-2019","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2015-2019","Spring, 2015-2019"
"137","Spring",2,2018,152.040534545695,3,488.131757702274,1995.31455415398,917.601832407292,"2015-2019","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2015-2019","Spring, 2015-2019"
"138","Spring",2,2019,206.841981791407,10.6666666666667,250.675700281421,2993.69733891433,716.080508866679,"2015-2019","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2015-2019","Spring, 2015-2019"
"139","Spring",3,2001,73.5737677485,49.0552770816349,160.425730993606,1482.6087715608,1114.62155388478,"2000-2004","2000-2009","Penobscot Bay",NA,"Spring, 2000-2004"
"140","Spring",3,2002,93.3137183235,14.7737573096667,58.8486842115833,2359.05835769892,1711.53935184108,"2000-2004","2000-2009","Penobscot Bay",NA,"Spring, 2000-2004"
"141","Spring",3,2003,63.8958333325,35.1111111116667,721.4681372545,850.362745085125,3434.44240192569,"2000-2004","2000-2009","Penobscot Bay",NA,"Spring, 2000-2004"
"142","Spring",3,2004,37.8590686277708,16.338235294,143.569570138167,2895.00000000367,7219.83201354544,"2000-2004","2000-2009","Penobscot Bay",NA,"Spring, 2000-2004"
"143","Spring",3,2005,153.891666666625,1.52777777775,76.4166666665,852.780555554125,4870.17916667081,"2005-2009","2000-2009","Penobscot Bay",NA,"Spring, 2005-2009"
"144","Spring",3,2006,141.290951029688,1.835200747,72.3790788245625,2974.99549833319,6517.90624231017,"2005-2009","2000-2009","Penobscot Bay",NA,"Spring, 2005-2009"
"145","Spring",3,2007,116.643994629267,8.86553529816667,127.612752375163,1380.17286745398,4536.97980586946,"2005-2009","2000-2009","Penobscot Bay",NA,"Spring, 2005-2009"
"146","Spring",3,2008,109.41383052815,22.82242063525,161.39024276395,1075.20444674585,6110.88248129695,"2005-2009","2000-2009","Penobscot Bay",NA,"Spring, 2005-2009"
"147","Spring",3,2009,264.759722222767,2.9375,225.60972222305,3944.30972222203,7471.68333340097,"2005-2009","2000-2009","Penobscot Bay",NA,"Spring, 2005-2009"
"148","Spring",3,2010,154.30338346095,37.9790100231458,388.7124060172,1885.4026315777,9310.87293210315,"2010-2014","2010-2019","Penobscot Bay",NA,"Spring, 2010-2014"
"149","Spring",3,2011,285.466569918533,7.43457602358333,294.669201496213,1352.13180470713,5970.75686270124,"2010-2014","2010-2019","Penobscot Bay",NA,"Spring, 2010-2014"
"150","Spring",3,2012,275.768484934817,5.0000000005,442.839115556837,1336.34085400727,4321.00260462352,"2010-2014","2010-2019","Penobscot Bay",NA,"Spring, 2010-2014"
"151","Spring",3,2013,270.597876011,2.48830409366667,844.395075167058,985.549948046729,862.290375483787,"2010-2014","2010-2019","Penobscot Bay",NA,"Spring, 2010-2014"
"152","Spring",3,2014,421.883793453312,5.23099415261111,1252.02515473854,2336.7076927429,2501.50263585104,"2010-2014","2010-2019","Penobscot Bay",NA,"Spring, 2010-2014"
"153","Spring",3,2015,255.216857297594,0.708333333333333,199.407094224573,3881.2260621512,1717.88891611983,"2015-2019","2010-2019","Penobscot Bay",NA,"Spring, 2015-2019"
"154","Spring",3,2016,312.048131119885,13,950.824865669719,2586.34695040404,2300.42188914477,"2015-2019","2010-2019","Penobscot Bay",NA,"Spring, 2015-2019"
"155","Spring",3,2017,410.066085695083,1.725490196,475.431259081389,550.268722779417,1359.56708424242,"2015-2019","2010-2019","Penobscot Bay",NA,"Spring, 2015-2019"
"156","Spring",3,2018,311.584124222694,1.374999999875,530.715372665364,2612.80650876452,1341.36544721787,"2015-2019","2010-2019","Penobscot Bay",NA,"Spring, 2015-2019"
"157","Spring",3,2019,236.989159890312,NA,317.884155035721,861.604213455094,934.210239022656,"2015-2019","2010-2019","Penobscot Bay",NA,"Spring, 2015-2019"
"158","Spring",4,2001,80.7101851823778,66.3101851855556,205.794825607978,2050.06001831462,494.724322962556,"2000-2004","2000-2009","East of Penobscot Bay","East of Penobscot Bay, 2000-2004","Spring, 2000-2004"
"159","Spring",4,2002,88.017543865254,106.095238096667,487.17209690627,930.471595637571,27357.1019214727,"2000-2004","2000-2009","East of Penobscot Bay","East of Penobscot Bay, 2000-2004","Spring, 2000-2004"
"160","Spring",4,2003,53.6696428595833,19.687499998875,899.781746041521,3312.72420635023,1967.83531746283,"2000-2004","2000-2009","East of Penobscot Bay","East of Penobscot Bay, 2000-2004","Spring, 2000-2004"
"161","Spring",4,2004,60.975,345.25,49.0416666666667,1602.56666666667,1852.75,"2000-2004","2000-2009","East of Penobscot Bay","East of Penobscot Bay, 2000-2004","Spring, 2000-2004"
"162","Spring",4,2005,145.130555552733,8.65740740791667,75.3907407405,2714.18703700915,5545.78842610955,"2005-2009","2000-2009","East of Penobscot Bay","East of Penobscot Bay, 2005-2009","Spring, 2005-2009"
"163","Spring",4,2006,113.191701680893,9.52777777777778,74.5593487396429,1843.599264729,9196.16806752109,"2005-2009","2000-2009","East of Penobscot Bay","East of Penobscot Bay, 2005-2009","Spring, 2005-2009"
"164","Spring",4,2007,146.476934521042,161.937500009,797.856398809667,2522.16666669329,6502.09226190508,"2005-2009","2000-2009","East of Penobscot Bay","East of Penobscot Bay, 2005-2009","Spring, 2005-2009"
"165","Spring",4,2008,113.369230771183,32.0102564102167,152.230036630007,541.424908408374,6039.5375458032,"2005-2009","2000-2009","East of Penobscot Bay","East of Penobscot Bay, 2005-2009","Spring, 2005-2009"
"166","Spring",4,2009,156.595359925274,12.6827485380417,393.404970763476,2708.75041770885,4915.73560639398,"2005-2009","2000-2009","East of Penobscot Bay","East of Penobscot Bay, 2005-2009","Spring, 2005-2009"
"167","Spring",4,2010,177.213048244531,7.62037037041667,1421.72320907792,3935.51578946859,9918.67149129269,"2010-2014","2010-2019","East of Penobscot Bay","East of Penobscot Bay, 2010-2014","Spring, 2010-2014"
"168","Spring",4,2011,397.849651709446,7.04627254493333,568.13212030525,3457.89437769531,3634.50155258574,"2010-2014","2010-2019","East of Penobscot Bay","East of Penobscot Bay, 2010-2014","Spring, 2010-2014"
"169","Spring",4,2012,324.32619045967,12.625,1143.53214283611,596.155505952339,3903.07559523843,"2010-2014","2010-2019","East of Penobscot Bay","East of Penobscot Bay, 2010-2014","Spring, 2010-2014"
"170","Spring",4,2013,236.720454220586,5.05068226116667,1394.82022625273,2075.56800399739,1357.81321190803,"2010-2014","2010-2019","East of Penobscot Bay","East of Penobscot Bay, 2010-2014","Spring, 2010-2014"
"171","Spring",4,2014,1184.00846170425,26.7270774977333,1171.0159547157,1106.51139121615,2137.72170865155,"2010-2014","2010-2019","East of Penobscot Bay","East of Penobscot Bay, 2010-2014","Spring, 2010-2014"
"172","Spring",4,2015,352.662966634083,149.9728506865,195.105257824125,2327.08813849733,1880.00512584825,"2015-2019","2010-2019","East of Penobscot Bay","East of Penobscot Bay, 2015-2019","Spring, 2015-2019"
"173","Spring",4,2016,466.814682537894,32.12499999975,1350.59355158747,1085.15307539651,4537.16121029747,"2015-2019","2010-2019","East of Penobscot Bay","East of Penobscot Bay, 2015-2019","Spring, 2015-2019"
"174","Spring",4,2017,280.167088294683,5.392857143,547.272445436975,661.408581349608,1003.54112104877,"2015-2019","2010-2019","East of Penobscot Bay","East of Penobscot Bay, 2015-2019","Spring, 2015-2019"
"175","Spring",4,2018,214.988102946278,6.2894736845,769.963363327618,1232.52177309642,367.783071511729,"2015-2019","2010-2019","East of Penobscot Bay","East of Penobscot Bay, 2015-2019","Spring, 2015-2019"
"176","Spring",4,2019,268.203179823512,9.4375,500.023151628831,366.717747495279,640.713126567383,"2015-2019","2010-2019","East of Penobscot Bay","East of Penobscot Bay, 2015-2019","Spring, 2015-2019"
"177","Spring",5,2001,128.885406353935,25.0522875818889,74.3542285599907,225.807085012037,162.158425210417,"2000-2004","2000-2009","East of Penobscot Bay","East of Penobscot Bay, 2000-2004","Spring, 2000-2004"
"178","Spring",5,2002,141.93209875237,9.111111111,323.641975308519,456.913580234444,521.431069959778,"2000-2004","2000-2009","East of Penobscot Bay","East of Penobscot Bay, 2000-2004","Spring, 2000-2004"
"179","Spring",5,2003,104.455785090042,16.388888888875,439.263071893708,1162.43771397429,145.946088156042,"2000-2004","2000-2009","East of Penobscot Bay","East of Penobscot Bay, 2000-2004","Spring, 2000-2004"
"180","Spring",5,2004,245.125,1.44791666666667,53.2222222222222,3753.75,332.097222222222,"2000-2004","2000-2009","East of Penobscot Bay","East of Penobscot Bay, 2000-2004","Spring, 2000-2004"
"181","Spring",5,2005,116.765350877012,14.5614035088333,55.7130325827262,264.343358397405,555.967731836798,"2005-2009","2000-2009","East of Penobscot Bay","East of Penobscot Bay, 2005-2009","Spring, 2005-2009"
"182","Spring",5,2006,180.183741827721,16.9523420478333,51.9486928107667,627.5350490194,1349.73496732009,"2005-2009","2000-2009","East of Penobscot Bay","East of Penobscot Bay, 2005-2009","Spring, 2005-2009"
"183","Spring",5,2007,165.3190572638,15.4869224343333,166.787454215217,453.971852708933,783.958800829975,"2005-2009","2000-2009","East of Penobscot Bay","East of Penobscot Bay, 2005-2009","Spring, 2005-2009"
"184","Spring",5,2008,217.310350177304,7.32247284880714,137.214936963423,228.246134279677,1136.55242222259,"2005-2009","2000-2009","East of Penobscot Bay","East of Penobscot Bay, 2005-2009","Spring, 2005-2009"
"185","Spring",5,2009,265.824655795802,39.1716591157083,241.770939768708,299.233765501156,3514.52158838439,"2005-2009","2000-2009","East of Penobscot Bay","East of Penobscot Bay, 2005-2009","Spring, 2005-2009"
"186","Spring",5,2010,221.884502923479,65.1157407409167,951.873538031437,3341.9100877174,5052.34758772802,"2010-2014","2010-2019","East of Penobscot Bay","East of Penobscot Bay, 2010-2014","Spring, 2010-2014"
"187","Spring",5,2011,427.40429194825,3.42076023388333,141.060526315896,205.82027986785,1061.11254174933,"2010-2014","2010-2019","East of Penobscot Bay","East of Penobscot Bay, 2010-2014","Spring, 2010-2014"
"188","Spring",5,2012,302.22076023325,48.02777777775,1075.76352338057,634.747441520521,266.472807023319,"2010-2014","2010-2019","East of Penobscot Bay","East of Penobscot Bay, 2010-2014","Spring, 2010-2014"
"189","Spring",5,2013,270.896078427125,165.067269979444,569.575961538775,711.91704366555,76.20427978905,"2010-2014","2010-2019","East of Penobscot Bay","East of Penobscot Bay, 2010-2014","Spring, 2010-2014"
"190","Spring",5,2014,554.149333958235,35.4490740749583,331.576375064684,1213.56580293966,376.828849847509,"2010-2014","2010-2019","East of Penobscot Bay","East of Penobscot Bay, 2010-2014","Spring, 2010-2014"
"191","Spring",5,2015,336.334150325567,10.041666666625,271.518259803825,1107.93239379275,348.260457511858,"2015-2019","2010-2019","East of Penobscot Bay","East of Penobscot Bay, 2015-2019","Spring, 2015-2019"
"192","Spring",5,2016,443.585897444388,4.50534188025,691.429967948733,214.097061966233,245.400000000025,"2015-2019","2010-2019","East of Penobscot Bay","East of Penobscot Bay, 2015-2019","Spring, 2015-2019"
"193","Spring",5,2017,276.304540316132,1.45321637427778,366.792640778896,482.796808693924,441.628286451083,"2015-2019","2010-2019","East of Penobscot Bay","East of Penobscot Bay, 2015-2019","Spring, 2015-2019"
"194","Spring",5,2018,351.644822300775,2.52777777766667,273.550949754981,1515.78795955915,150.118933823319,"2015-2019","2010-2019","East of Penobscot Bay","East of Penobscot Bay, 2015-2019","Spring, 2015-2019"
"195","Spring",5,2019,416.039929306357,3.15873015866667,180.410740962504,299.05163148504,236.818073065112,"2015-2019","2010-2019","East of Penobscot Bay","East of Penobscot Bay, 2015-2019","Spring, 2015-2019"
